locus_tag	ftype	length_bp	gene	EC_number	COG	product
IENKKHDG_00558	CDS	174				hypothetical protein
IENKKHDG_00559	CDS	123				hypothetical protein
IENKKHDG_00560	CDS	129				hypothetical protein
IENKKHDG_00561	CDS	123				hypothetical protein
IENKKHDG_00562	CDS	129				hypothetical protein
IENKKHDG_00563	CDS	174				hypothetical protein
IENKKHDG_00564	CDS	174				hypothetical protein
IENKKHDG_00565	CDS	123				hypothetical protein
IENKKHDG_00566	CDS	129				hypothetical protein
IENKKHDG_00567	CDS	174				hypothetical protein
IENKKHDG_00568	CDS	123				hypothetical protein
IENKKHDG_00569	CDS	129				hypothetical protein
IENKKHDG_00570	CDS	174				hypothetical protein
IENKKHDG_00571	CDS	174				hypothetical protein
IENKKHDG_00572	CDS	174				hypothetical protein
IENKKHDG_00573	CDS	123				hypothetical protein
IENKKHDG_00574	CDS	129				hypothetical protein
IENKKHDG_00575	CDS	174				hypothetical protein
IENKKHDG_00576	CDS	123				hypothetical protein
IENKKHDG_00577	CDS	174				hypothetical protein
IENKKHDG_00578	CDS	174				hypothetical protein
IENKKHDG_00579	CDS	174				hypothetical protein
IENKKHDG_00580	CDS	123				hypothetical protein
IENKKHDG_00581	CDS	129				hypothetical protein
IENKKHDG_00582	CDS	174				hypothetical protein
IENKKHDG_00583	CDS	123				hypothetical protein
IENKKHDG_00584	CDS	129				hypothetical protein
IENKKHDG_00585	CDS	174				hypothetical protein
IENKKHDG_00586	CDS	174				hypothetical protein
IENKKHDG_00587	CDS	174				hypothetical protein
IENKKHDG_00588	CDS	123				hypothetical protein
IENKKHDG_00589	CDS	129				hypothetical protein
IENKKHDG_00590	CDS	174				hypothetical protein
IENKKHDG_00591	CDS	123				hypothetical protein
IENKKHDG_00592	CDS	129				hypothetical protein
IENKKHDG_00593	CDS	174				hypothetical protein
IENKKHDG_00594	CDS	174				hypothetical protein
IENKKHDG_00595	CDS	123				hypothetical protein
IENKKHDG_00596	CDS	129				hypothetical protein
IENKKHDG_00597	CDS	174				hypothetical protein
IENKKHDG_00598	CDS	174				hypothetical protein
IENKKHDG_00599	CDS	123				hypothetical protein
IENKKHDG_00600	CDS	129				hypothetical protein
IENKKHDG_00601	CDS	174				hypothetical protein
IENKKHDG_00602	CDS	123				hypothetical protein
IENKKHDG_00603	CDS	129				hypothetical protein
IENKKHDG_00604	CDS	174				hypothetical protein
IENKKHDG_00605	CDS	123				hypothetical protein
IENKKHDG_00606	CDS	129				hypothetical protein
IENKKHDG_00607	CDS	174				hypothetical protein
IENKKHDG_00608	CDS	174				hypothetical protein
IENKKHDG_00609	CDS	123				hypothetical protein
IENKKHDG_00610	CDS	129				hypothetical protein
IENKKHDG_00611	CDS	174				hypothetical protein
IENKKHDG_00612	CDS	123				hypothetical protein
IENKKHDG_00613	CDS	129				hypothetical protein
IENKKHDG_00614	CDS	174				hypothetical protein
IENKKHDG_00615	CDS	174				hypothetical protein
IENKKHDG_00616	CDS	123				hypothetical protein
IENKKHDG_00617	CDS	129				hypothetical protein
IENKKHDG_00618	CDS	174				hypothetical protein
IENKKHDG_00619	CDS	123				hypothetical protein
IENKKHDG_00620	CDS	129				hypothetical protein
IENKKHDG_00621	CDS	174				hypothetical protein
IENKKHDG_00622	CDS	174				hypothetical protein
IENKKHDG_00623	CDS	123				hypothetical protein
IENKKHDG_00624	CDS	129				hypothetical protein
IENKKHDG_00625	CDS	174				hypothetical protein
IENKKHDG_00626	CDS	174				hypothetical protein
IENKKHDG_00627	CDS	174				hypothetical protein
IENKKHDG_00628	CDS	174				hypothetical protein
IENKKHDG_00629	CDS	123				hypothetical protein
IENKKHDG_00630	CDS	129				hypothetical protein
IENKKHDG_00631	CDS	174				hypothetical protein
IENKKHDG_00632	CDS	174				hypothetical protein
IENKKHDG_00633	CDS	174				hypothetical protein
IENKKHDG_00634	CDS	174				hypothetical protein
IENKKHDG_00635	CDS	123				hypothetical protein
IENKKHDG_00636	CDS	129				hypothetical protein
IENKKHDG_00637	CDS	174				hypothetical protein
IENKKHDG_00638	CDS	174				hypothetical protein
IENKKHDG_00639	CDS	123				hypothetical protein
IENKKHDG_00640	CDS	129				hypothetical protein
IENKKHDG_00641	CDS	180				hypothetical protein
IENKKHDG_00642	CDS	138				hypothetical protein
IENKKHDG_00643	CDS	129				hypothetical protein
IENKKHDG_00644	CDS	174				hypothetical protein
IENKKHDG_00645	CDS	123				hypothetical protein
IENKKHDG_00646	CDS	129				hypothetical protein
IENKKHDG_00647	CDS	174				hypothetical protein
IENKKHDG_00648	CDS	123				hypothetical protein
IENKKHDG_00649	CDS	129				hypothetical protein
IENKKHDG_00650	CDS	174				hypothetical protein
IENKKHDG_00651	CDS	174				hypothetical protein
IENKKHDG_00652	CDS	123				hypothetical protein
IENKKHDG_00653	CDS	129				hypothetical protein
IENKKHDG_00654	CDS	174				hypothetical protein
IENKKHDG_00655	CDS	174				hypothetical protein
IENKKHDG_00656	CDS	123				hypothetical protein
IENKKHDG_00657	CDS	129				hypothetical protein
IENKKHDG_00658	CDS	174				hypothetical protein
IENKKHDG_00659	CDS	174				hypothetical protein
IENKKHDG_00660	CDS	123				hypothetical protein
IENKKHDG_00661	CDS	129				hypothetical protein
IENKKHDG_00662	CDS	174				hypothetical protein
IENKKHDG_00663	CDS	123				hypothetical protein
IENKKHDG_00664	CDS	129				hypothetical protein
IENKKHDG_00665	CDS	174				hypothetical protein
IENKKHDG_00666	CDS	123				hypothetical protein
IENKKHDG_00667	CDS	129				hypothetical protein
IENKKHDG_00668	CDS	174				hypothetical protein
IENKKHDG_00669	CDS	123				hypothetical protein
IENKKHDG_00670	CDS	129				hypothetical protein
IENKKHDG_00671	CDS	174				hypothetical protein
IENKKHDG_00672	CDS	174				hypothetical protein
IENKKHDG_00673	CDS	123				hypothetical protein
IENKKHDG_00674	CDS	129				hypothetical protein
IENKKHDG_00675	CDS	174				hypothetical protein
IENKKHDG_00676	CDS	123				hypothetical protein
IENKKHDG_00677	CDS	129				hypothetical protein
IENKKHDG_00678	CDS	174				hypothetical protein
IENKKHDG_00679	CDS	123				hypothetical protein
IENKKHDG_00680	CDS	129				hypothetical protein
IENKKHDG_00681	CDS	174				hypothetical protein
IENKKHDG_00682	CDS	129				hypothetical protein
IENKKHDG_00683	CDS	174				hypothetical protein
IENKKHDG_00684	CDS	174				hypothetical protein
IENKKHDG_00685	CDS	123				hypothetical protein
IENKKHDG_00686	CDS	129				hypothetical protein
IENKKHDG_00687	CDS	174				hypothetical protein
IENKKHDG_00688	CDS	123				hypothetical protein
IENKKHDG_00689	CDS	129				hypothetical protein
IENKKHDG_00690	CDS	174				hypothetical protein
IENKKHDG_00691	CDS	174				hypothetical protein
IENKKHDG_00692	CDS	123				hypothetical protein
IENKKHDG_00693	CDS	129				hypothetical protein
IENKKHDG_00694	CDS	174				hypothetical protein
IENKKHDG_00695	CDS	174				hypothetical protein
IENKKHDG_00696	CDS	123				hypothetical protein
IENKKHDG_00697	CDS	129				hypothetical protein
IENKKHDG_00698	CDS	174				hypothetical protein
IENKKHDG_00699	CDS	123				hypothetical protein
IENKKHDG_00700	CDS	129				hypothetical protein
IENKKHDG_00701	CDS	174				hypothetical protein
IENKKHDG_00702	CDS	123				hypothetical protein
IENKKHDG_00703	CDS	129				hypothetical protein
IENKKHDG_00704	CDS	174				hypothetical protein
IENKKHDG_00705	CDS	123				hypothetical protein
IENKKHDG_00706	CDS	129				hypothetical protein
IENKKHDG_00707	CDS	174				hypothetical protein
IENKKHDG_00708	CDS	123				hypothetical protein
IENKKHDG_00709	CDS	129				hypothetical protein
IENKKHDG_00710	CDS	174				hypothetical protein
IENKKHDG_00711	CDS	123				hypothetical protein
IENKKHDG_00712	CDS	129				hypothetical protein
IENKKHDG_00713	CDS	174				hypothetical protein
IENKKHDG_00714	CDS	123				hypothetical protein
IENKKHDG_00715	CDS	129				hypothetical protein
IENKKHDG_00716	CDS	174				hypothetical protein
IENKKHDG_00717	CDS	123				hypothetical protein
IENKKHDG_00718	CDS	129				hypothetical protein
IENKKHDG_00719	CDS	174				hypothetical protein
IENKKHDG_00720	CDS	174				hypothetical protein
IENKKHDG_00721	CDS	123				hypothetical protein
IENKKHDG_00722	CDS	129				hypothetical protein
IENKKHDG_00723	CDS	174				hypothetical protein
IENKKHDG_00724	CDS	123				hypothetical protein
IENKKHDG_00725	CDS	129				hypothetical protein
IENKKHDG_00726	CDS	174				hypothetical protein
IENKKHDG_00727	CDS	123				hypothetical protein
IENKKHDG_00728	CDS	129				hypothetical protein
IENKKHDG_00729	CDS	174				hypothetical protein
IENKKHDG_00730	CDS	123				hypothetical protein
IENKKHDG_00731	CDS	129				hypothetical protein
IENKKHDG_00732	CDS	174				hypothetical protein
IENKKHDG_00733	CDS	123				hypothetical protein
IENKKHDG_00734	CDS	129				hypothetical protein
IENKKHDG_00735	CDS	123				hypothetical protein
IENKKHDG_00736	CDS	129				hypothetical protein
IENKKHDG_00737	CDS	174				hypothetical protein
IENKKHDG_00738	CDS	123				hypothetical protein
IENKKHDG_00739	CDS	129				hypothetical protein
IENKKHDG_00740	CDS	174				hypothetical protein
IENKKHDG_00741	CDS	123				hypothetical protein
IENKKHDG_00742	CDS	129				hypothetical protein
IENKKHDG_00743	CDS	174				hypothetical protein
IENKKHDG_00744	CDS	123				hypothetical protein
IENKKHDG_00745	CDS	129				hypothetical protein
IENKKHDG_00746	CDS	174				hypothetical protein
IENKKHDG_00747	CDS	123				hypothetical protein
IENKKHDG_00748	CDS	129				hypothetical protein
IENKKHDG_00749	CDS	174				hypothetical protein
IENKKHDG_00750	CDS	123				hypothetical protein
IENKKHDG_00751	CDS	129				hypothetical protein
IENKKHDG_00752	CDS	174				hypothetical protein
IENKKHDG_00753	CDS	123				hypothetical protein
IENKKHDG_00754	CDS	129				hypothetical protein
IENKKHDG_00755	CDS	174				hypothetical protein
IENKKHDG_00756	CDS	174				hypothetical protein
IENKKHDG_00757	CDS	123				hypothetical protein
IENKKHDG_00758	CDS	129				hypothetical protein
IENKKHDG_00759	CDS	174				hypothetical protein
IENKKHDG_00760	CDS	123				hypothetical protein
IENKKHDG_00761	CDS	129				hypothetical protein
IENKKHDG_00762	CDS	174				hypothetical protein
IENKKHDG_00763	CDS	174				hypothetical protein
IENKKHDG_00764	CDS	174				hypothetical protein
IENKKHDG_00765	CDS	123				hypothetical protein
IENKKHDG_00766	CDS	129				hypothetical protein
IENKKHDG_00767	CDS	174				hypothetical protein
IENKKHDG_00768	CDS	123				hypothetical protein
IENKKHDG_00769	CDS	129				hypothetical protein
IENKKHDG_00770	CDS	174				hypothetical protein
IENKKHDG_00771	CDS	174				hypothetical protein
IENKKHDG_00772	CDS	123				hypothetical protein
IENKKHDG_00773	CDS	129				hypothetical protein
IENKKHDG_00774	CDS	174				hypothetical protein
IENKKHDG_00775	CDS	123				hypothetical protein
IENKKHDG_00776	CDS	129				hypothetical protein
IENKKHDG_00777	CDS	174				hypothetical protein
IENKKHDG_00778	CDS	174				hypothetical protein
IENKKHDG_00779	CDS	123				hypothetical protein
IENKKHDG_00780	CDS	129				hypothetical protein
IENKKHDG_00781	CDS	174				hypothetical protein
IENKKHDG_00782	CDS	174				hypothetical protein
IENKKHDG_00783	CDS	123				hypothetical protein
IENKKHDG_00784	CDS	129				hypothetical protein
IENKKHDG_00785	CDS	174				hypothetical protein
IENKKHDG_00786	CDS	123				hypothetical protein
IENKKHDG_00787	CDS	129				hypothetical protein
IENKKHDG_00788	CDS	162				hypothetical protein
IENKKHDG_00789	CDS	129				hypothetical protein
IENKKHDG_00790	CDS	174				hypothetical protein
IENKKHDG_00791	CDS	123				hypothetical protein
IENKKHDG_00792	CDS	129				hypothetical protein
IENKKHDG_00793	CDS	174				hypothetical protein
IENKKHDG_00794	CDS	174				hypothetical protein
IENKKHDG_00795	CDS	123				hypothetical protein
IENKKHDG_00796	CDS	129				hypothetical protein
IENKKHDG_00797	CDS	174				hypothetical protein
IENKKHDG_00798	CDS	123				hypothetical protein
IENKKHDG_00799	CDS	129				hypothetical protein
IENKKHDG_00800	CDS	174				hypothetical protein
IENKKHDG_00801	CDS	174				hypothetical protein
IENKKHDG_00802	CDS	123				hypothetical protein
IENKKHDG_00803	CDS	129				hypothetical protein
IENKKHDG_00804	CDS	174				hypothetical protein
IENKKHDG_00805	CDS	123				hypothetical protein
IENKKHDG_00806	CDS	129				hypothetical protein
IENKKHDG_00807	CDS	174				hypothetical protein
IENKKHDG_00808	CDS	174				hypothetical protein
IENKKHDG_00809	CDS	123				hypothetical protein
IENKKHDG_00810	CDS	129				hypothetical protein
IENKKHDG_00811	CDS	174				hypothetical protein
IENKKHDG_00812	CDS	174				hypothetical protein
IENKKHDG_00813	CDS	123				hypothetical protein
IENKKHDG_00814	CDS	129				hypothetical protein
IENKKHDG_00815	CDS	174				hypothetical protein
IENKKHDG_00816	CDS	123				hypothetical protein
IENKKHDG_00817	CDS	129				hypothetical protein
IENKKHDG_00818	CDS	174				hypothetical protein
IENKKHDG_00819	CDS	123				hypothetical protein
IENKKHDG_00820	CDS	129				hypothetical protein
IENKKHDG_00821	CDS	174				hypothetical protein
IENKKHDG_00822	CDS	123				hypothetical protein
IENKKHDG_00823	CDS	129				hypothetical protein
IENKKHDG_00824	CDS	174				hypothetical protein
IENKKHDG_00825	CDS	174				hypothetical protein
IENKKHDG_00826	CDS	171				hypothetical protein
IENKKHDG_00827	CDS	174				hypothetical protein
IENKKHDG_00828	CDS	174				hypothetical protein
IENKKHDG_00829	CDS	123				hypothetical protein
IENKKHDG_00830	CDS	129				hypothetical protein
IENKKHDG_00831	CDS	174				hypothetical protein
IENKKHDG_00832	CDS	174				hypothetical protein
IENKKHDG_00833	CDS	123				hypothetical protein
IENKKHDG_00834	CDS	129				hypothetical protein
IENKKHDG_00835	CDS	174				hypothetical protein
IENKKHDG_00836	CDS	123				hypothetical protein
IENKKHDG_00837	CDS	129				hypothetical protein
IENKKHDG_00838	CDS	174				hypothetical protein
IENKKHDG_00839	CDS	174				hypothetical protein
IENKKHDG_00840	CDS	174				hypothetical protein
IENKKHDG_00841	CDS	123				hypothetical protein
IENKKHDG_00842	CDS	129				hypothetical protein
IENKKHDG_00843	CDS	174				hypothetical protein
IENKKHDG_00844	CDS	123				hypothetical protein
IENKKHDG_00845	CDS	129				hypothetical protein
IENKKHDG_00846	CDS	180				hypothetical protein
IENKKHDG_00847	CDS	174				hypothetical protein
IENKKHDG_00848	CDS	123				hypothetical protein
IENKKHDG_00849	CDS	129				hypothetical protein
IENKKHDG_00850	CDS	174				hypothetical protein
IENKKHDG_00851	CDS	123				hypothetical protein
IENKKHDG_00852	CDS	129				hypothetical protein
IENKKHDG_00853	CDS	174				hypothetical protein
IENKKHDG_00854	CDS	174				hypothetical protein
IENKKHDG_00855	CDS	123				hypothetical protein
IENKKHDG_00856	CDS	129				hypothetical protein
IENKKHDG_00857	CDS	174				hypothetical protein
IENKKHDG_00858	CDS	123				hypothetical protein
IENKKHDG_00859	CDS	129				hypothetical protein
IENKKHDG_00860	CDS	174				hypothetical protein
IENKKHDG_00861	CDS	174				hypothetical protein
IENKKHDG_00862	CDS	174				hypothetical protein
IENKKHDG_00863	CDS	174				hypothetical protein
IENKKHDG_00864	CDS	123				hypothetical protein
IENKKHDG_00865	CDS	129				hypothetical protein
IENKKHDG_00866	CDS	174				hypothetical protein
IENKKHDG_00867	CDS	123				hypothetical protein
IENKKHDG_00868	CDS	129				hypothetical protein
IENKKHDG_00869	CDS	174				hypothetical protein
IENKKHDG_00870	CDS	123				hypothetical protein
IENKKHDG_00871	CDS	129				hypothetical protein
IENKKHDG_00872	CDS	180				hypothetical protein
IENKKHDG_00873	CDS	138				hypothetical protein
IENKKHDG_00874	CDS	129				hypothetical protein
IENKKHDG_00875	CDS	174				hypothetical protein
IENKKHDG_00876	CDS	174				hypothetical protein
IENKKHDG_00877	CDS	174				hypothetical protein
IENKKHDG_00878	CDS	123				hypothetical protein
IENKKHDG_00879	CDS	129				hypothetical protein
IENKKHDG_00880	CDS	174				hypothetical protein
IENKKHDG_00881	CDS	123				hypothetical protein
IENKKHDG_00882	CDS	129				hypothetical protein
IENKKHDG_00883	CDS	174				hypothetical protein
IENKKHDG_00884	CDS	123				hypothetical protein
IENKKHDG_00885	CDS	129				hypothetical protein
IENKKHDG_00886	CDS	180				hypothetical protein
IENKKHDG_00887	CDS	105				hypothetical protein
IENKKHDG_00888	CDS	129				hypothetical protein
IENKKHDG_00889	CDS	174				hypothetical protein
IENKKHDG_00890	CDS	174				hypothetical protein
IENKKHDG_00891	CDS	123				hypothetical protein
IENKKHDG_00892	CDS	129				hypothetical protein
IENKKHDG_00893	CDS	174				hypothetical protein
IENKKHDG_00894	CDS	123				hypothetical protein
IENKKHDG_00895	CDS	129				hypothetical protein
IENKKHDG_00896	CDS	174				hypothetical protein
IENKKHDG_00897	CDS	123				hypothetical protein
IENKKHDG_00898	CDS	129				hypothetical protein
IENKKHDG_00899	CDS	174				hypothetical protein
IENKKHDG_00900	CDS	123				hypothetical protein
IENKKHDG_00901	CDS	129				hypothetical protein
IENKKHDG_00902	CDS	174				hypothetical protein
IENKKHDG_00903	CDS	123				hypothetical protein
IENKKHDG_00904	CDS	129				hypothetical protein
IENKKHDG_00905	CDS	174				hypothetical protein
IENKKHDG_00906	CDS	123				hypothetical protein
IENKKHDG_00907	CDS	129				hypothetical protein
IENKKHDG_00908	CDS	174				hypothetical protein
IENKKHDG_00909	CDS	174				hypothetical protein
IENKKHDG_00910	CDS	174				hypothetical protein
IENKKHDG_00911	CDS	123				hypothetical protein
IENKKHDG_00912	CDS	129				hypothetical protein
IENKKHDG_00913	CDS	174				hypothetical protein
IENKKHDG_00914	CDS	123				hypothetical protein
IENKKHDG_00915	CDS	129				hypothetical protein
IENKKHDG_00916	CDS	174				hypothetical protein
IENKKHDG_00917	CDS	123				hypothetical protein
IENKKHDG_00918	CDS	129				hypothetical protein
IENKKHDG_00919	CDS	174				hypothetical protein
IENKKHDG_00920	CDS	123				hypothetical protein
IENKKHDG_00921	CDS	129				hypothetical protein
IENKKHDG_00922	CDS	174				hypothetical protein
IENKKHDG_00923	CDS	123				hypothetical protein
IENKKHDG_00924	CDS	129				hypothetical protein
IENKKHDG_00925	CDS	174				hypothetical protein
IENKKHDG_00926	CDS	123				hypothetical protein
IENKKHDG_00927	CDS	129				hypothetical protein
IENKKHDG_00928	CDS	174				hypothetical protein
IENKKHDG_00929	CDS	123				hypothetical protein
IENKKHDG_00930	CDS	129				hypothetical protein
IENKKHDG_00931	CDS	174				hypothetical protein
IENKKHDG_00932	CDS	174				hypothetical protein
IENKKHDG_00933	CDS	174				hypothetical protein
IENKKHDG_00934	CDS	123				hypothetical protein
IENKKHDG_00935	CDS	129				hypothetical protein
IENKKHDG_00936	CDS	174				hypothetical protein
IENKKHDG_00937	CDS	123				hypothetical protein
IENKKHDG_00938	CDS	129				hypothetical protein
IENKKHDG_00939	CDS	174				hypothetical protein
IENKKHDG_00940	CDS	123				hypothetical protein
IENKKHDG_00941	CDS	129				hypothetical protein
IENKKHDG_00942	CDS	174				hypothetical protein
IENKKHDG_00943	CDS	174				hypothetical protein
IENKKHDG_00944	CDS	123				hypothetical protein
IENKKHDG_00945	CDS	129				hypothetical protein
IENKKHDG_00946	CDS	174				hypothetical protein
IENKKHDG_00947	CDS	123				hypothetical protein
IENKKHDG_00948	CDS	129				hypothetical protein
IENKKHDG_00949	CDS	174				hypothetical protein
IENKKHDG_00950	CDS	123				hypothetical protein
IENKKHDG_00951	CDS	129				hypothetical protein
IENKKHDG_00952	CDS	174				hypothetical protein
IENKKHDG_00953	CDS	180				hypothetical protein
IENKKHDG_00954	CDS	105				hypothetical protein
IENKKHDG_00955	CDS	129				hypothetical protein
IENKKHDG_00956	CDS	174				hypothetical protein
IENKKHDG_00957	CDS	174				hypothetical protein
